GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
107986244	0	4	2	4	1	0
654254	2	8	6	10	6	2
105374336	13	10	27	18	11	14
7700	380	542	754	243	193	415
693156	0	2	1	0	1	0
79963	79	124	200	62	54	107
170960	393	619	681	179	175	411
54872	1400	2829	2709	669	932	2115
112441426	0	0	0	2	0	0
105374338	0	0	0	0	1	1
5158	112	228	359	127	104	176
101928521	6	7	8	1	3	3
521	1481	1286	3210	3951	1791	1314
4636	1569	1490	3511	2871	1542	1535
84179	832	814	1431	861	1184	928
107986245	1	1	0	0	1	0
10336	2603	3403	5280	1263	1703	3279
107986246	20	50	42	13	7	28
107986211	483	730	893	441	377	540
100129917	47	163	118	62	29	74
10815	214	253	462	174	337	306
105374339	100	111	391	23	87	161
105374340	2	5	3	2	4	1
2580	4124	5157	5941	1962	3330	3986
105374341	11	37	18	20	10	6
84286	1302	1317	2387	1012	1418	1522
1609	726	1296	1529	292	609	644
10861	147	244	262	49	86	180
3425	969	1025	1754	712	1182	917
53834	472	1339	759	149	519	527
105374343	0	2	2	0	1	0
285498	30	79	112	40	52	74
105374344	1	1	4	6	1	0
100379220	0	2	0	9	0	0
10417	19495	9759	26918	10818	31578	14747
100130872	98	93	153	73	115	123
101928548	10	16	16	3	9	9
285463	1112	1341	1995	270	1434	1446
1487	4162	5365	7350	2274	3895	5479
92070	170	241	294	63	86	233
105374347	0	2	4	3	2	1
105374346	4	2	8	3	2	5
10296	1904	2605	3288	739	1469	2537
57654	425	1397	916	317	249	618
54729	0	0	1	0	0	0
105374348	0	0	0	0	0	0
152877	91	60	181	109	54	105
105374349	0	1	1	0	1	1
7884	1055	1200	1920	512	558	1149
92305	1542	1802	3214	1146	1701	2180
10460	386	446	1018	528	557	459
112268460	84	98	223	141	133	93
2261	28	300	47	76	189	54
3954	1464	1518	1970	851	1000	1470
7468	1313	2216	2178	446	698	1333
677770	3	3	1	0	0	4
7469	777	1459	1583	342	1469	1502
100126332	40	72	77	5	45	61
401115	151	232	492	1218	388	160
339983	4	13	15	12	19	5
353497	59	83	113	54	40	89
79441	312	378	535	183	181	323
10608	4329	4474	7255	3690	5587	5250
100616358	68	113	118	3	22	119
57732	827	764	1012	221	526	441
105374352	42	33	40	16	9	9
107986249	9	7	6	3	0	3
402160	14	18	11	16	17	24
105374353	7	13	8	16	14	10
107986250	6	13	18	9	18	17
6047	2945	3313	4288	904	1444	2855
8603	1016	1611	1531	469	716	1194
79155	1510	1497	2543	688	1628	1665
102723763	0	0	2	1	0	0
6452	2189	2864	2938	882	1702	1763
118	9027	9782	11718	2883	4752	8571
10227	2726	2431	3825	2001	3162	2149
317648	637	451	759	389	310	400
8602	1254	1416	1770	521	665	1250
2868	194	265	252	114	141	179
100750326	12	2	3	1	1	1
3064	2008	2931	2706	1215	1546	2309
345222	278	264	492	266	282	296
6002	1071	1442	1636	644	734	801
3083	12	14	36	9	5	3
105374354	1	1	2	1	1	0
285489	87	139	177	42	44	30
105374355	8	18	31	7	13	7
4043	15133	8790	16990	9860	11871	7250
285492	12	5	19	5	9	7
112268461	28	22	59	10	13	16
105374357	217	712	814	83	127	260
100133461	2	3	4	1	1	0
107986251	2306	1645	4945	553	720	1110
152	8487	6033	22490	6248	5878	5474
348926	132	123	225	116	91	109
105374358	20	5	13	8	1	3
105374359	1	0	1	3	0	1
101928217	27	19	38	36	10	25
107986252	4	4	5	14	0	4
133060	8	18	1	27	19	13
85013	708	753	1378	305	398	769
55646	419	292	547	227	363	448
166793	169	269	402	45	90	233
112268462	0	0	0	0	0	0
27065	57	234	225	199	133	46
107986253	2	10	3	0	0	0
53407	2257	3381	3415	952	1746	3311
104472519	0	2	0	1	0	3
107986254	5	9	12	26	9	2
100507266	9	33	37	5	11	38
101928237	5	4	9	12	5	9
109623454	0	1	0	1	1	0
101928279	4	11	4	1	3	5
103695434	0	0	0	0	0	0
4487	487	964	1044	631	1098	1375
101928306	1	1	0	1	0	0
107986218	0	0	0	0	0	1
54360	36	65	86	16	29	63
107986256	3	0	12	7	4	11
55351	69	100	112	36	34	85
105374362	1	0	3	0	3	0
10141	1	5	6	2	1	1
132884	321	633	638	108	266	423
2121	5610	8456	9278	3399	4786	12322
1400	1270	1609	1604	850	1093	2184
389197	1	1	6	3	2	1
100616201	0	0	0	0	0	0
152789	7	34	25	4	12	24
285484	0	0	0	0	2	3
105374364	0	0	0	0	0	0
7466	5933	7982	7472	2920	3967	4769
107986257	435	387	602	1202	427	257
5522	28	39	119	11	11	65
105374365	0	0	0	0	0	0
23324	2978	3004	3543	2151	1437	2782
93621	12094	10294	18128	6198	8161	10177
105374366	44	39	139	54	31	51
93622	239	327	749	244	340	341
339988	37	44	91	32	16	50
6286	73	1886	52	124	1589	88
114932	2157	2203	4251	987	1550	2520
105378240	5	1	3	0	0	1
55330	331	370	618	269	314	384
105374367	0	0	0	0	2	1
9778	1226	1604	1897	711	400	1254
57533	1176	1090	1663	390	420	1194
100129931	813	563	1170	277	355	768
257236	131	88	180	125	112	118
93624	938	1215	1317	412	488	1169
80273	1336	1064	1741	829	698	1210
105374368	10	6	8	10	5	7
105374370	3	3	8	3	1	6
730971	11	17	21	13	7	14
57537	25	123	67	9	4	59
105374371	0	0	0	2	0	0
100616471	0	0	0	0	0	0
768239	0	1	0	0	1	0
100422826	0	0	0	0	0	0
107986258	0	0	0	2	1	0
84740	101	267	105	39	59	66
60312	2388	4091	2353	668	1198	1340
389199	9	38	21	3	2	10
84448	517	283	1006	286	643	71
407052	0	1	0	0	0	0
54436	921	1374	1519	610	925	868
105374373	89	30	87	9	13	34
94031	9857	1848	6127	1289	952	1661
112268463	775	116	566	299	67	77
105374374	0	0	0	0	0	0
8310	756	1023	878	392	464	631
105374376	0	7	6	0	2	1
152992	2735	1662	2836	933	662	811
27201	45	1326	10	4	664	24
8532	5191	4466	8418	4117	4880	5065
101928532	0	0	0	1	0	0
3166	1	3	0	10	1	0
105374474	0	0	0	1	0	1
105369250	57	140	26	20	9	9
100287045	0	0	0	0	0	0
100287144	0	0	0	0	0	0
100287178	0	1	2	2	0	2
100287205	0	0	1	1	0	0
100287238	0	1	0	0	0	0
100288520	0	0	1	3	0	0
100287327	0	1	0	0	1	0
100287364	0	0	1	2	0	0
100287404	0	0	1	0	0	0
100287441	0	0	0	0	0	0
100287478	0	0	0	0	0	0
100287513	0	0	0	0	0	0
728369	0	0	0	0	0	0
728373	0	0	0	0	0	0
728379	0	0	0	0	0	0
728386	0	0	0	0	0	0
728393	0	0	0	0	0	0
728400	0	0	0	0	0	0
728405	0	0	0	0	0	0
391627	0	0	1	0	0	0
728419	0	0	0	0	0	0
391622	0	0	0	0	0	0
644414	0	0	0	0	0	0
100302277	2	3	0	3	1	0
56606	210	496	599	208	216	261
1816	8	2	8	0	9	12
105374476	27	11	27	11	17	18
9948	13225	15910	23344	5498	7801	13920
100423011	1	10	9	0	0	1
105374478	2	0	0	0	0	0
107986260	0	0	0	0	2	0
85460	409	598	591	206	198	603
116449	161	244	306	85	79	120
105374482	6	10	10	7	3	5
105374481	8	2	8	2	1	1
105374480	31	660	6	6	367	23
102723525	0	0	1	0	0	0
105374479	0	0	0	0	0	0
105374488	0	0	0	0	0	0
693157	0	0	0	0	0	0
9957	123	346	245	91	155	144
107986178	5	4	3	5	4	1
105374484	0	0	1	0	0	0
105374483	1	1	0	2	0	0
113218507	0	0	0	0	0	0
105374489	0	0	0	0	0	0
107986179	0	0	0	0	0	0
107986180	0	0	0	0	0	0
101929019	0	0	0	0	1	0
105374492	1	5	1	0	1	1
105374490	0	1	0	1	2	0
107986181	0	0	0	0	1	0
105374493	4	10	17	5	13	7
105374494	7	3	0	4	4	2
9364	489	597	1118	279	294	668
105374495	0	0	0	0	1	0
285547	0	0	0	1	0	0
579	0	1	4	0	0	14
285548	0	0	1	0	0	0
259282	945	1866	1827	409	358	1257
100847023	0	1	1	1	0	1
101929071	0	0	0	0	1	0
107986183	0	0	0	0	0	0
107986184	0	0	0	0	0	0
101929048	0	0	0	0	1	1
107986182	0	2	1	0	1	0
152742	6	2	15	0	2	34
201853	6	6	4	3	2	3
105374496	0	0	0	0	0	0
441009	2	2	1	1	0	1
105374498	0	0	0	0	0	1
132864	347	678	627	154	107	383
101929095	10	7	6	2	1	0
105374501	0	0	0	0	1	0
114905	382	366	570	91	36	90
107986185	3	4	9	1	4	1
57545	320	602	562	291	406	608
26234	3106	3873	4705	1423	1836	3983
285550	630	577	1003	508	429	582
683	1701	380	1312	903	797	515
107986186	0	0	0	0	0	0
952	740	829	1251	341	197	316
9982	2	0	0	0	3	0
83888	14	10	25	3	5	23
8842	3343	4324	3138	1191	567	2434
107986261	3	4	5	2	3	2
105374502	2	1	2	1	1	1
202018	641	880	1107	287	318	734
107986187	0	2	1	4	0	0
202020	78	67	152	29	55	140
105374505	0	3	1	0	0	3
9079	898	1629	1770	321	494	1699
107986188	1	6	3	23	0	3
105374507	0	0	0	0	0	0
101929123	0	0	1	0	0	0
107986219	0	0	0	0	0	0
109616994	0	0	0	0	0	0
5860	754	547	1225	543	731	738
645104	0	0	1	0	0	0
51056	3857	3280	4400	1862	1605	2751
80306	1317	1985	2601	645	841	1514
27146	163	282	282	79	80	188
54876	619	1241	1127	263	354	958
64151	89	121	292	85	100	111
254251	194	326	453	147	170	242
107986220	0	0	0	0	0	0
107986262	0	0	0	0	0	0
105374510	0	0	0	0	1	0
107986263	5	6	4	0	0	3
107986264	3	4	18	6	7	17
105374511	6	11	10	0	2	10
105374513	0	2	1	0	1	1
105374514	0	0	0	0	0	0
9353	67	269	184	20	32	91
100505893	0	0	0	0	0	0
407000	0	0	0	0	0	0
105374515	0	0	0	0	0	0
133015	262	313	562	168	149	361
80333	21	38	51	11	8	39
102465859	0	0	0	0	0	0
105374516	0	0	0	0	0	0
112268323	0	0	0	0	3	3
359822	0	0	2	0	2	0
100505912	7	3	7	4	0	4
105374519	1	0	0	4	1	0
166647	2319	1619	2115	437	541	1072
113219450	1	0	0	1	1	0
105374520	0	5	2	0	0	1
57733	21	15	19	1	7	6
107986265	94	90	162	101	119	92
105374521	0	0	0	0	0	0
105374524	5	0	0	1	0	0
105374523	0	0	0	1	0	0
105374525	1	0	0	0	0	1
105374528	1	1	1	2	0	0
105374527	10	5	2	3	4	3
10891	312	529	702	224	218	364
693158	0	4	8	0	0	6
1665	2644	3963	4934	1105	1664	3536
107986266	0	0	2	0	5	3
6649	3995	6773	11583	3942	5755	7211
91050	777	1324	1543	359	636	990
102723675	161	208	201	232	65	66
55203	179	222	203	239	62	59
105374534	2	1	2	1	3	5
51091	272	657	846	285	240	579
285540	16	30	27	20	27	34
105374535	13	13	14	19	11	8
55300	412	722	923	177	245	587
29063	220	264	411	72	133	254
29945	1363	1868	3165	1141	1573	2228
105374536	3	5	3	3	4	10
101929161	1	1	4	7	0	1
10568	14885	16373	8532	3287	3893	6934
23231	1354	2909	1935	532	845	1660
102723733	6	4	10	0	5	1
105374538	4	5	13	1	3	2
389203	642	586	1085	747	555	709
105374540	0	0	0	0	0	0
105374541	0	0	1	0	0	0
3516	1809	2898	3304	1483	1211	1521
105374545	0	0	1	0	1	0
105374542	0	2	0	1	1	0
886	0	2	0	0	1	0
55296	522	568	945	349	296	433
105374546	10	18	17	16	17	15
57620	527	1181	983	362	409	740
101929199	0	0	0	0	0	0
105374547	0	0	0	0	0	0
105374548	0	0	0	0	0	0
105374549	0	0	0	0	0	0
105374550	0	0	0	0	0	0
105374552	0	0	0	0	0	0
105374553	0	0	0	0	0	0
105374557	4	4	1	0	7	1
107986269	0	0	0	0	0	0
107986268	0	0	0	0	0	0
105374556	0	0	0	0	0	0
105374558	0	0	0	0	0	0
105374559	1	0	0	1	1	0
100422937	0	0	0	0	0	0
102723764	0	0	0	0	0	0
105374561	0	0	0	0	0	0
107986221	0	0	0	0	0	0
105374562	0	0	0	0	0	0
5099	216	557	376	104	133	423
102723778	0	0	0	0	0	0
105374564	0	0	0	0	0	0
105374565	0	0	0	0	0	0
105374566	0	0	0	0	0	0
107986222	0	1	0	0	1	0
102723828	1	7	0	0	10	1
105377651	2	0	1	0	0	0
102723846	1	4	2	1	6	0
101927363	0	0	0	0	0	0
107986223	0	0	0	0	0	0
105374391	0	0	0	0	0	0
105374392	0	0	0	0	0	0
101928622	0	0	0	0	0	0
105374394	0	0	0	0	0	0
107986270	0	0	0	0	0	0
107986271	0	0	0	0	0	0
105378262	0	0	0	0	0	0
107986272	0	0	0	0	0	0
105374396	42	45	29	15	74	38
105374397	0	0	1	0	0	1
116984	516	1070	1171	358	291	631
439933	0	12	9	4	3	4
401124	23	153	193	37	53	136
105374399	0	3	0	3	0	0
100313806	0	0	0	0	0	0
105374400	0	0	0	0	0	0
100508631	0	2	0	0	0	0
101928721	0	0	0	0	1	0
105374402	0	0	0	0	0	0
100616435	0	0	0	0	0	0
57495	0	0	5	0	1	0
55286	114	239	88	22	61	75
768211	1809	1175	2217	1304	514	580
105374404	0	0	0	0	0	0
105374406	0	2	0	0	0	0
55276	948	1337	1639	326	385	990
23216	3628	4009	4780	1805	1986	2870
105374407	21	12	26	25	24	22
10744	0	0	3	0	3	0
105374408	0	0	0	0	0	2
105374409	0	0	0	0	0	0
105374410	0	0	1	1	0	0
101928776	2	3	1	1	0	0
106144599	1	0	0	0	0	0
107986224	0	0	0	0	0	0
105374411	0	2	1	0	3	1
102723415	78	209	128	79	27	91
79667	125	451	280	30	28	87
51274	1871	3158	2694	622	706	1835
105374413	23	21	26	7	15	14
105374412	56	71	112	21	23	28
81793	55	30	79	33	14	27
7096	363	616	613	213	225	362
10333	123	141	199	51	47	115
92689	2382	3068	3854	1539	1561	2519
693159	3	5	3	0	0	4
80008	69	74	115	41	39	63
51088	804	1403	1262	304	522	709
105374418	1	5	8	2	1	2
57728	758	1369	1899	248	574	1237
5981	1073	1896	2126	507	692	1552
152831	27	55	24	17	32	78
100847065	0	0	0	0	0	0
6133	16735	11066	66812	21986	26506	16395
11019	243	233	393	267	230	362
401127	6	3	11	4	1	4
7358	6606	4008	4102	2585	1350	2462
100885776	60	132	143	70	54	130
201895	2686	3172	3517	1472	1276	2720
105374419	4	23	12	11	3	7
3093	2188	2434	3482	1184	1340	1966
23244	2599	3098	4056	1231	1167	2352
344967	1	3	4	0	1	0
55728	256	530	554	160	115	303
399	161	322	519	98	178	220
101060498	0	0	1	0	4	0
55584	14	26	9	28	18	13
54502	808	2100	1299	591	799	1487
100616274	0	0	2	1	0	2
107986225	0	0	0	0	0	0
79730	1615	874	1395	949	384	615
323	2655	1613	2008	1256	531	942
107986273	6	2	2	28	0	1
101410542	1	0	0	0	0	0
7345	420	376	579	580	471	186
22998	861	742	804	388	163	288
105374423	1	1	2	7	0	0
105374421	7	5	0	3	2	1
8929	0	0	0	0	1	0
105374425	0	0	0	0	1	0
101927074	0	0	0	0	0	0
105374426	2	1	1	2	0	2
55161	1667	1334	1944	713	714	1327
285429	19	32	26	6	4	14
10463	1591	2417	2919	1005	900	2030
389206	2	3	2	4	2	0
105374428	0	0	0	0	0	0
152573	8	25	100	17	111	586
10396	470	1240	1139	397	227	827
105374430	1	2	0	0	1	0
389207	6	13	0	14	13	10
105374432	0	0	0	0	0	0
105374434	0	0	0	0	0	0
105374433	0	1	0	0	0	1
105374436	0	0	0	0	0	0
105374438	6	26	24	11	24	6
100506827	1	4	1	6	0	2
386617	33	83	161	15	28	54
107986275	2	0	4	5	5	2
285525	3	0	5	3	3	0
60558	518	600	962	497	275	829
132789	323	475	703	155	171	416
105374439	1	4	2	2	4	3
112268465	0	0	0	0	0	0
105374440	0	1	0	0	0	0
105374441	0	0	0	0	0	0
2565	1	2	4	2	4	6
2555	52	142	271	88	111	275
170712	0	0	1	0	2	0
2557	1	3	7	4	5	7
2560	1	3	14	2	18	7
105374442	0	0	0	0	0	0
107986276	0	2	0	0	0	0
54951	567	536	859	453	317	545
107986277	0	0	1	0	0	0
57205	718	1159	1128	200	285	896
10699	115	71	206	39	202	204
105374444	1	10	8	0	1	12
105374443	9	3	4	2	1	7
102467004	0	0	0	0	0	0
101927179	26	60	47	4	7	39
152518	300	500	539	159	215	421
101927157	2	12	7	1	5	7
1259	8	5	9	1	7	11
152519	40	59	19	3	12	38
7294	531	869	1135	325	255	548
7006	94	200	347	39	98	113
105374445	16	19	4	3	11	26
57606	1914	2316	2294	651	804	1636
201780	5	6	11	2	2	4
326340	352	381	547	167	222	367
285527	618	1134	994	356	297	840
54940	3984	3666	6186	1590	1865	3461
100861517	34	32	57	2	4	26
132299	411	712	748	441	356	531
80157	151	273	180	53	405	303
101927209	4	1	12	13	2	0
23142	940	1269	1692	438	412	858
339977	37	20	61	12	21	71
6443	3739	2050	4520	1992	1471	2373
105377652	0	1	0	0	0	0
132671	165	292	246	132	149	194
107986279	0	0	0	0	0	0
112268466	0	0	0	2	0	1
64854	1600	951	1989	567	335	853
643783	117	102	150	76	23	72
57291	819	644	1699	586	820	964
100616436	1	2	3	0	0	1
677810	30	23	50	5	6	25
100288413	111	220	98	45	107	69
107986281	10	25	13	5	12	5
152578	2	0	0	0	2	0
65997	592	202	456	255	80	329
152579	332	396	769	222	355	688
101928658	62	14	28	10	8	3
105377654	4	2	3	0	1	0
81608	1022	1394	1799	439	795	1234
84708	351	596	663	216	396	410
100873939	0	0	0	0	0	0
101928879	0	0	2	1	3	1
100873955	7	18	15	2	6	8
100506444	0	0	0	0	0	0
402176	6	4	7	4	1	1
26511	738	684	1207	325	448	551
170825	0	0	1	0	0	0
5156	8988	7463	14059	3930	4545	8630
105377656	0	0	0	0	0	0
339978	0	0	0	0	0	0
3815	88	181	251	51	64	107
105377657	0	0	0	0	0	0
107986226	0	0	0	0	0	0
3791	4545	4100	11546	691	774	1323
79644	2369	2051	2883	1702	1124	1708
100506462	25	37	37	19	11	25
105377659	48	43	56	50	17	33
55858	4652	4825	7913	2216	2525	4517
9575	751	875	1320	435	361	781
132954	0	0	0	0	1	0
10874	26	85	148	30	66	84
105377660	0	0	0	0	0	0
644145	0	2	0	0	0	0
105377661	0	0	0	0	0	0
55763	1717	1889	2620	804	883	1539
105377663	161	98	89	53	44	37
9662	344	417	377	89	88	232
57482	292	823	296	121	75	246
101928760	0	0	0	0	0	0
105377664	0	5	0	0	3	1
132949	333	523	688	220	289	488
5471	205	302	478	88	140	362
100506514	1	0	5	1	3	1
10606	1673	1704	3125	649	1321	2341
6731	2513	3348	3910	1141	1514	2898
132946	19	64	40	32	40	31
105377665	2	4	1	0	7	1
100506564	1	0	0	0	2	0
84525	887	1225	2673	794	964	1243
105377666	1	0	0	0	3	0
105377667	1	4	0	1	1	0
105377668	0	2	0	0	0	0
6691	233	19	1000	415	350	206
5978	864	1445	1545	432	424	978
84273	506	684	1189	273	443	761
5431	6379	5186	8849	4308	2943	5294
3490	55223	59676	88912	20184	35088	59329
255130	9664	13226	19194	1514	5521	11694
107986283	0	0	0	0	0	0
101928851	0	1	0	0	0	0
105377670	0	0	0	0	0	0
105377671	0	0	0	0	0	0
107986228	0	0	0	0	0	0
105377672	0	0	0	0	0	0
105377246	0	0	0	0	0	0
105377247	0	0	0	0	0	0
105377245	0	0	0	0	0	0
105377248	0	0	0	1	0	0
100616450	0	0	0	0	0	0
105377249	0	0	0	0	0	0
23284	68	179	272	116	95	380
101927186	3	2	6	8	1	8
101927145	0	0	0	0	0	0
105377253	0	0	0	0	0	4
105377254	0	0	0	0	0	0
253017	0	0	0	0	0	0
107986284	0	0	0	0	0	0
105377255	0	0	0	0	0	0
401134	0	1	0	0	0	0
105377256	0	1	0	0	1	0
2044	14	8	56	8	18	29
100144602	1	2	9	12	4	2
105377258	0	0	0	0	1	0
105377259	0	0	0	0	0	0
105377260	0	0	0	0	0	0
105377261	0	0	0	0	0	0
100302177	0	0	0	0	0	0
105377262	0	0	0	0	0	0
101927237	3	1	8	2	2	6
1060	381	778	1026	201	201	549
26228	150	121	381	144	96	112
55236	1216	1437	1766	615	433	826
550112	340	405	501	188	184	318
2798	2	5	9	7	0	3
102724780	3	1	8	2	0	5
9407	5	10	6	2	0	5
339967	0	0	4	0	0	2
644759	0	0	0	0	0	0
389208	0	0	1	0	1	0
550113	0	0	2	1	0	1
401135	0	0	1	1	0	1
100130017	0	0	0	0	2	0
401136	0	0	0	0	2	0
132724	0	0	0	0	0	0
91746	2646	4144	4321	1035	1531	3165
28983	4	0	14	4	5	0
7367	22	0	0	0	0	0
7366	6	0	0	0	3	1
7365	0	0	0	0	0	0
79799	0	1	1	0	1	0
105377265	22	61	45	20	0	117
7364	289	676	663	132	9	626
105377267	1	0	0	0	4	0
10720	1	0	0	0	0	0
54490	0	0	0	2	0	0
7363	0	0	2	0	1	1
10941	1	0	3	0	2	0
574537	1	0	3	0	2	0
27284	14	23	83	23	12	68
6783	1	1	4	0	29	1
1446	0	0	1	0	0	0
1447	0	0	0	0	0	0
105377269	0	0	0	0	0	0
6779	0	1	1	0	1	0
3347	0	0	0	0	0	0
3346	0	0	0	0	0	0
286828	0	0	0	0	0	0
100337616	0	0	0	0	0	0
401137	0	0	0	0	0	0
105377270	0	0	0	0	0	0
54959	5	1	7	2	1	0
260436	58	75	108	12	1	49
1448	2	0	2	0	0	1
85438	0	0	1	3	2	0
26952	0	0	1	0	0	0
10879	0	0	1	1	0	0
58503	0	0	0	0	0	0
4589	1	2	1	1	7	4
401138	0	0	1	0	0	0
258	0	0	5	0	0	0
10117	1	8	5	0	7	7
3512	29	24	34	14	57	54
101927297	1	1	0	3	0	3
57050	1619	1310	2148	720	706	1501
22902	1981	2896	3331	1219	1063	2153
2926	1830	2343	2979	1024	1335	2234
92597	1725	2491	2313	660	857	2174
1633	425	520	748	160	199	463
8671	13	23	22	3	9	17
107986285	0	0	0	0	0	0
105377271	0	0	0	0	0	0
2638	0	0	0	0	0	0
10886	0	11	3	0	2	2
9508	23	84	70	57	26	80
105377273	0	0	0	0	0	0
107986286	0	0	0	0	0	0
285521	336	423	611	190	222	491
112268467	10	4	14	11	3	14
26057	1845	3324	2943	856	870	2403
102724832	7	18	22	27	10	9
213	8	14	14	21	6	13
174	0	5	1	12	2	0
173	0	0	0	0	0	0
728040	0	0	0	0	0	0
107986287	0	0	0	0	1	0
166824	371	725	276	56	131	282
105377272	0	0	0	0	0	0
3576	206	94	54	28	19	4
6372	1	1	0	0	4	0
5197	0	0	0	1	1	0
2919	83	31	33	56	8	2
5196	34	2	2	0	5	1
5473	43	8	4	1	0	0
6374	2	19	8	1	2	0
2921	6	12	7	5	6	0
105377275	1	0	2	0	1	0
10895	0	0	0	0	0	0
2920	46	45	24	18	7	20
105377277	0	0	0	0	0	0
441024	200	167	338	96	98	189
105377276	2	4	1	0	0	0
255324	0	0	0	0	2	0
2069	109	29	26	34	2	2
374	117	92	53	9	38	3
107986229	0	1	0	0	0	0
685	55	136	135	39	40	127
105377278	0	0	0	0	0	0
105377282	0	0	0	0	0	0
105377280	0	0	0	0	1	0
25849	9971	7212	9433	9169	7947	14603
100507388	1	0	0	6	4	0
107986289	1	8	2	7	2	3
105377283	5	17	1	2	8	0
100506253	0	3	1	2	0	1
441025	0	0	1	0	0	0
107986230	0	3	2	3	2	4
25898	516	612	909	229	280	684
152815	433	487	595	304	229	482
152816	5	21	7	2	8	4
8999	131	206	170	48	53	168
9908	3316	4835	4728	1342	1135	3160
8615	3350	4796	5564	949	1489	3797
105377284	0	0	0	0	1	1
5470	1	0	4	0	1	2
105377285	0	0	0	0	0	0
27163	582	565	886	721	457	535
55153	1084	1045	1476	286	363	950
101928809	3	0	0	0	0	0
4283	139	67	180	46	105	59
419	9	1	10	9	0	1
3627	462	179	419	208	270	107
6373	47	16	68	24	17	8
53371	806	905	1734	312	400	898
950	7186	6990	10532	3582	3206	6444
100129583	37	64	77	21	25	52
105377286	14	23	21	23	2	18
100631383	327	408	474	93	251	364
8987	366	480	578	132	304	434
339965	9	53	51	14	12	19
57619	1000	1806	899	166	473	901
100616299	0	0	0	0	0	0
100616254	0	0	0	0	0	0
105377290	10	28	9	2	1	16
105377289	3	1	2	0	0	0
345079	96	202	169	29	42	182
107986291	8	12	9	2	0	9
105377294	13	25	29	28	13	20
55752	8900	8937	11150	3183	3295	6803
105377291	181	129	176	53	36	92
107986290	13	15	23	16	9	13
10983	8337	10410	13590	4228	4376	7076
101928864	44	125	99	14	10	49
901	2908	3423	3512	651	961	1386
107986292	2	4	0	0	0	0
105377295	0	0	0	0	3	3
10563	7	61	367	11	83	1013
105377296	0	1	0	1	0	0
105377297	0	0	1	0	0	0
246175	743	1536	1616	405	458	892
65008	408	333	745	339	372	502
102724916	61	44	122	124	77	57
80144	135	466	146	61	54	148
107986293	1	2	0	2	2	1
109623453	0	0	0	0	0	0
306	520	896	449	51	162	308
100505702	308	156	242	101	79	143
101928893	2	1	1	0	1	1
55589	919	1125	1178	364	334	561
105377299	1	1	2	6	0	4
152559	1193	1476	1625	381	405	1007
100505875	7	10	42	16	23	48
84779	3	11	5	2	19	5
105377300	1	0	0	1	1	1
2712	0	0	0	0	0	0
100506035	3	0	9	13	1	10
107986294	7	22	23	55	12	114
105377301	0	0	0	0	0	1
105377302	2	1	5	0	1	4
118425	0	0	0	0	0	0
118429	5976	4651	6970	2360	3242	5329
105377303	11	41	33	10	10	20
56978	293	469	817	188	292	663
2250	5	0	3	2	0	0
255119	0	1	0	0	5	1
105377305	0	0	0	0	0	0
651	0	2	5	2	1	7
5593	5	9	28	5	3	31
101928942	0	0	0	0	0	0
153020	259	263	202	91	192	104
105377306	0	0	0	0	0	0
107986215	1	2	5	8	8	6
105377308	2	2	3	3	0	1
105377307	0	0	2	0	0	0
3184	5189	6500	8912	2392	3278	5601
101928963	20	15	32	17	16	16
9987	7503	9549	14114	2597	3251	6707
58478	786	1162	1490	299	400	1011
105377310	4	2	8	5	3	10
441027	1214	1573	1592	755	499	1420
439934	0	0	0	0	2	0
79966	580	426	893	358	437	397
693160	0	0	0	0	0	0
22872	7095	8074	10451	3120	3152	6979
100499177	1127	1370	1981	543	635	1072
106633808	23	50	22	0	0	23
106633809	1	16	3	2	0	12
79725	100	114	148	50	44	81
132660	227	470	511	145	141	306
51138	1214	1222	2271	625	748	1203
51316	90	407	69	40	488	28
27235	485	482	1027	336	488	557
10855	453	644	877	166	304	478
105377313	0	0	0	0	1	0
113510	473	521	783	271	292	464
51023	410	316	672	324	297	437
84142	411	424	751	312	246	477
84803	164	47	123	13	21	44
105377315	0	0	0	0	0	0
101928978	0	0	0	0	0	0
4825	1	40	12	2	16	30
102723338	18	16	22	8	9	5
1040	582	994	789	217	373	716
23001	2112	3226	2935	1075	804	2160
404201	253	311	369	156	70	199
83478	529	630	926	148	449	619
105377319	3	4	5	7	9	0
100616349	0	0	0	0	0	0
5602	1029	482	1198	306	227	448
101929064	0	0	1	0	0	0
100616463	0	0	0	0	0	0
5783	1818	1974	4551	803	709	1701
107986189	4	4	21	8	3	0
345274	114	306	162	4	14	18
132989	55	132	138	8	24	61
100506746	94	140	98	60	49	94
4299	3507	5600	4003	1431	1356	3084
105377320	7	6	8	15	12	2
57563	474	789	799	297	226	651
100847027	0	0	0	0	0	0
345275	180	24	169	71	6	26
51170	890	1157	1597	436	463	1006
53343	1423	1153	1897	530	644	973
105377321	18	22	23	3	8	10
8404	35576	33596	41334	9071	24931	41241
1834	6	11	1	20	19	14
1758	0	0	3	0	2	0
105377323	0	0	1	0	0	0
105377324	1	1	2	1	3	0
3381	0	2	0	0	7	0
56955	0	0	1	0	0	0
6696	3150	32287	12870	2558	14035	7106
5311	3394	2712	3027	850	816	1766
9429	342	421	373	182	161	326
152926	1295	1229	1611	806	591	1362
105369192	8	1	8	5	4	8
105377326	0	0	0	0	0	0
